TT id,LinkColorHex,ColorTeam (from LinkColorHex),IMG WP,IMG IPFS (from LinkColorHex),ColorSkin (from LinkColorHex),ShapesLink,ShapeRarity,ColorRarity,RarityTotal,RaritiesConcatenated,RaritiesArray,Concatenate Attibutes,Concatenate Attributes and Array
29,#ff9a9f,CherryBosoms,t_134.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/0kuPG4dUrbr82XU1Wf1rHA/byOzXEoWFJsE2HzpYD3T6qHOn0CnpaN2pf6G7th-ZjO1nD9JCn3kVcRs_0dpOEyh6kSxYFRpO4IiQQG_dfTLZaeDSU5Xx0HNyVTt6S1Fu98/nxUetzDhAEq0ESwwxubIiVzlRAW-PV6IfOQJH4XlI0g),Qmb39mH5yMiQ7FzjYsLroiTpzNybhqERSUXk9kCwDsi63c (https://dl.airtable.com/.attachments/2778796d9f23ca2d6b20c2563674842b/acbdfb0b/Qmb39mH5yMiQ7FzjYsLroiTpzNybhqERSUXk9kCwDsi63c),#891946,Buffies,6.25,6.25,1.00,RC-6.25_RS-6.25_RT-1,"RC:6.25,RS:6.25,RT:1","tts_CherryBosoms-Buffies-29_{RC:6.25,RS:6.25,RT:1}",tts_CherryBosoms-Buffies-29_
28,#e6bbb4,ChocoLattes,t_80.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/sloMwVxLcfRe_-OYdfl1wA/YCbLyvtjhJg6LmWIR5OoWt9ZxRGn3oWCUe26Yu0th8T7FBjJF3n5b1-lv0AGSWWq1pQfTNWAVTSlMt-X7vp5qQ/TRB_KRE7kYbTFIEEo6ZZ2Lhn9gF2ximOrq9XizT1k-8),QmVkHK9tHG8u3TYH5u163jVmA7WEbp11cLmkKTzpujzwTR (https://dl.airtable.com/.attachments/dfa4793867cb4ea644ca76eb9165d9d1/c01cb0c8/QmVkHK9tHG8u3TYH5u163jVmA7WEbp11cLmkKTzpujzwTR),#874D3C,Buffies,6.25,6.94,1.11,RC-6.94_RS-6.25_RT-1.11,"RC:6.94,RS:6.25,RT:1.11","tts_ChocoLattes-Buffies-28_{RC:6.94,RS:6.25,RT:1.11}",tts_ChocoLattes-Buffies-28_
27,#9bd3f9,BooBerries,t_62.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/V2dKzpdRu7YHp2VpIwkDpQ/XEet4acNlwVSStbqjd_bhAh-vWM-lYH30YWJ2Jnm2DjiZ5K06j84tPcCenneY0NlTgcSwfnRkkK3b7jcRT4_ig/zD71nmYRI45YYs9csGAgOWZ6xd79ahbRyUORwpT7qyI),QmXRtjtcHHedBCutzLYcf8fU6LmSByTmUDEZf1buqKtpeN (https://dl.airtable.com/.attachments/a3ddc3d4f4bb4608b31720ddcb5277a6/8d073130/QmXRtjtcHHedBCutzLYcf8fU6LmSByTmUDEZf1buqKtpeN),#30B4E2,Oh Buoys,8.33,7.64,0.92,RC-7.64_RS-8.33_RT-0.92,"RC:7.64,RS:8.33,RT:0.92","tts_BooBerries-Oh Buoys-27_{RC:7.64,RS:8.33,RT:0.92}",tts_BooBerries-Oh Buoys-27_
26,#ff9a9f,CherryBosoms,t_135.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/cw4PitXYije_GxFBiFTqdQ/7utlLHW37B08faAuagrrg69sKiLeeWmNgR_j7JaNWP5sSRcnCD-BJRXO1sQ6LlufZzWoiYp2nrl-GLzPK9lb2X0S9ioXwquigS_Bdcq1_OA/uh3N_Fh4hz5SVolJUEtIt6PC9QT3T8wEXwenZvzS9-4),Qmb39mH5yMiQ7FzjYsLroiTpzNybhqERSUXk9kCwDsi63c (https://dl.airtable.com/.attachments/2778796d9f23ca2d6b20c2563674842b/acbdfb0b/Qmb39mH5yMiQ7FzjYsLroiTpzNybhqERSUXk9kCwDsi63c),#891946,Trooper,6.94,6.25,0.90,RC-6.25_RS-6.94_RT-0.9,"RC:6.25,RS:6.94,RT:0.9","tts_CherryBosoms-Trooper-26_{RC:6.25,RS:6.94,RT:0.9}",tts_CherryBosoms-Trooper-26_
25,#ebf2a7,PaPairmint,t_110.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/bK0vK1pI0mNrcERruORZyA/2LfE8Dj3kc3dWccwAw2dhYVBqgo89f2CmVgHQWgtjpttQ5ZWI4RmYxybjDrYiNResgUXPrBf2oNMnwHhMOdg-oyHLIblmpu563qJxKZbVzA/eWEwrR342n17TSksPH2KsSCOMWx1SFkYwvORo9W7t08),QmaG9JqF5XPEymHUzfkYnTy4QCdh336nd2WQNjuAMd6pop (https://dl.airtable.com/.attachments/6845bdc4060a72dce4505d217fd2d4fa/46c49df6/QmaG9JqF5XPEymHUzfkYnTy4QCdh336nd2WQNjuAMd6pop),#BFD65B,Hypnotits,7.64,6.94,0.91,RC-6.94_RS-7.64_RT-0.91,"RC:6.94,RS:7.64,RT:0.91","tts_PaPairmint-Hypnotits-25_{RC:6.94,RS:7.64,RT:0.91}",tts_PaPairmint-Hypnotits-25_
24,#FCDACA,ButterUdders,t_43.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/MMQFq4mrpm6xSVaRAUrTtA/GJgQvcUpVdEXV221gOAO3VyuMAG_sgEFmIZtZwryfglQ0Q4i_1xJbgtPaoPtXQfCnPZVjsiHCELZYW1pxtmPmw/pki3PgwJLh9H9as9bLYX8sWo1Cb9wO4OOEmfBhyRcIE),QmUaFe14JgAbwqCzkvXnF7Hh45U441GiPTgBd3xgHbjLBC (https://dl.airtable.com/.attachments/0704685275ab400a55df7d4d0fdac4d2/34932cb0/QmUaFe14JgAbwqCzkvXnF7Hh45U441GiPTgBd3xgHbjLBC),#F9BE9D,Trooper,6.94,8.33,1.20,RC-8.33_RS-6.94_RT-1.2,"RC:8.33,RS:6.94,RT:1.2","tts_ButterUdders-Trooper-24_{RC:8.33,RS:6.94,RT:1.2}",tts_ButterUdders-Trooper-24_
23,#ffd8bd,PeCans,t_98.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/ttz5UoTzQ7nAvwfndrIvdA/fwjiHjeGW5h6VIrECeSjrZDxjvYg8JGUWd8FE96k7SLySa0hWL9ZBfUJxGWdRzXbqVFca9V2Ilpani5_1Akh3w/Ig8sC_0f9fmB2yJ714eKtZRKhtT4Ofxb9shQoQKVhCM),QmQ8LZK6kYaw3dSdn8HUBBWieYwgKax1j1PAjcW72J8Z9B (https://dl.airtable.com/.attachments/648e65cf5b832a946ef16fb62b1ceecd/8f81d9c0/QmQ8LZK6kYaw3dSdn8HUBBWieYwgKax1j1PAjcW72J8Z9B),#b7896a,Trooper,6.94,6.94,1.00,RC-6.94_RS-6.94_RT-1,"RC:6.94,RS:6.94,RT:1","tts_PeCans-Trooper-23_{RC:6.94,RS:6.94,RT:1}",tts_PeCans-Trooper-23_
22,#ffd8bd,PeCans,t_91.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/ZrVX-wLr_Ad5u0_FWQgxCg/0JoAwF-6Tok6RaF1NN3wSOZZFIDtccBSpNOdZsRUIwLNnMnH4EAiglp6miwuH1YHM1IqJbAye-pJMTZSah6FSQ/1UGzwdY_j91iwVJ6t24FoD4retrjeJtGbRE6XsvufS8),QmQ8LZK6kYaw3dSdn8HUBBWieYwgKax1j1PAjcW72J8Z9B (https://dl.airtable.com/.attachments/648e65cf5b832a946ef16fb62b1ceecd/8f81d9c0/QmQ8LZK6kYaw3dSdn8HUBBWieYwgKax1j1PAjcW72J8Z9B),#b7896a,Hypnotits,7.64,6.94,0.91,RC-6.94_RS-7.64_RT-0.91,"RC:6.94,RS:7.64,RT:0.91","tts_PeCans-Hypnotits-22_{RC:6.94,RS:7.64,RT:0.91}",tts_PeCans-Hypnotits-22_
21,#ffe1b6,TataColadas,t_73.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/FMH6KHaEYVP-eSVs5DQRYQ/JAKdS3N_suLpZ_8aGQ6-Rw9xzMQjSDaswQ81PaGfFrBYMO7VokgmaJtZLGYaeHBQ8TvksiT5G54tzj4zpAqH0w/6FkjfkKWYFyPxNDuFw67e1FJXqRHYXv4JkPzJT2HrhE),Qmb1ZKoLFtBkyMHzP8Hx5To7pSiBww2K6oxNmLmyBjra4m (https://dl.airtable.com/.attachments/d3ec99a7946dd75cda147557d3e4c343/9a024460/Qmb1ZKoLFtBkyMHzP8Hx5To7pSiBww2K6oxNmLmyBjra4m),#F9C87A,Oh Buoys,8.33,7.64,0.92,RC-7.64_RS-8.33_RT-0.92,"RC:7.64,RS:8.33,RT:0.92","tts_TataColadas-Oh Buoys-21_{RC:7.64,RS:8.33,RT:0.92}",tts_TataColadas-Oh Buoys-21_
20,#ff9a9f,CherryBosoms,t_136.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/vB6p_aFO1sFuZah-Y0M5fw/iQjXYteWpmaD2gzPFBbapND0L5RXWz4pzwd-oy5TtJq6VrNy4g7YPbykkPOuRq1BFlcs7Zx4QBz1iZGp9Ux70WelERwds5UMMGkunKpSLjk/e-N0Vrlqw7zlo2WiOdSRWEw-jVzDQtMoHHZlQPxfRZ4),Qmb39mH5yMiQ7FzjYsLroiTpzNybhqERSUXk9kCwDsi63c (https://dl.airtable.com/.attachments/2778796d9f23ca2d6b20c2563674842b/acbdfb0b/Qmb39mH5yMiQ7FzjYsLroiTpzNybhqERSUXk9kCwDsi63c),#891946,Spades,8.33,6.25,0.75,RC-6.25_RS-8.33_RT-0.75,"RC:6.25,RS:8.33,RT:0.75","tts_CherryBosoms-Spades-20_{RC:6.25,RS:8.33,RT:0.75}",tts_CherryBosoms-Spades-20_
19,#FCDACA,ButterUdders,t_39.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/6OGQdUiZKi2RQ8BAqguvAw/Qmez_5OZ2fXBBd-ZqIiziqvwxo1JN1gwTq0-VPg4yAV7bDxmr5R_dQJnnt17bFoILo51Idsc1-jULiaPTAy-Vg/70h5OvBfPpqnKE8SuESuNcurCCc5c8TGAATofI7VCic),QmUaFe14JgAbwqCzkvXnF7Hh45U441GiPTgBd3xgHbjLBC (https://dl.airtable.com/.attachments/0704685275ab400a55df7d4d0fdac4d2/34932cb0/QmUaFe14JgAbwqCzkvXnF7Hh45U441GiPTgBd3xgHbjLBC),#F9BE9D,Perkies,10.42,8.33,0.80,RC-8.33_RS-10.42_RT-0.8,"RC:8.33,RS:10.42,RT:0.8","tts_ButterUdders-Perkies-19_{RC:8.33,RS:10.42,RT:0.8}",tts_ButterUdders-Perkies-19_
18,#FCDACA,ButterUdders,t_38.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/LULGz2_KhMQL9yZWIQqP4g/nzy6ZxBcGv8ZAIQfMyUtU74tmiHTLsIVzi93BxePBFysBA7W11WA-2f38uiO5SZ4q9JyVYfgXB22Y3CZIt60_w/7rhn2_51wDO0jAH366vZbA4mZC2X7dEl9xZt5WSSGGQ),QmUaFe14JgAbwqCzkvXnF7Hh45U441GiPTgBd3xgHbjLBC (https://dl.airtable.com/.attachments/0704685275ab400a55df7d4d0fdac4d2/34932cb0/QmUaFe14JgAbwqCzkvXnF7Hh45U441GiPTgBd3xgHbjLBC),#F9BE9D,TotalRecalls,8.33,8.33,1.00,RC-8.33_RS-8.33_RT-1,"RC:8.33,RS:8.33,RT:1","tts_ButterUdders-TotalRecalls-18_{RC:8.33,RS:8.33,RT:1}",tts_ButterUdders-TotalRecalls-18_
17,#e27f84,CherryBosoms,t_12.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/NtDDKC2EYftcpvfJfGf5bQ/PwPDX8dGP_zmKmalmv7WwOi8pjcKE5-WSK3QwnLhIxn8lZOB4SiMi50GxSSHrs9JPU8G34nE-VQE676KlmZxHg/LACQn3zKK_3ura6QZyDg_u3LcEt88_GX2qu3kNNnryo),Qmb39mH5yMiQ7FzjYsLroiTpzNybhqERSUXk9kCwDsi63c (https://dl.airtable.com/.attachments/2778796d9f23ca2d6b20c2563674842b/acbdfb0b/Qmb39mH5yMiQ7FzjYsLroiTpzNybhqERSUXk9kCwDsi63c),#891946,Artemis,12.50,0.69,0.06,RC-0.69_RS-12.5_RT-0.06,"RC:0.69,RS:12.5,RT:0.06","tts_CherryBosoms-Artemis-17_{RC:0.69,RS:12.5,RT:0.06}",tts_CherryBosoms-Artemis-17_
16,#ffd8bd,PeCans,t_96.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/Wq87vccM_TYxfcxMnWf8ew/lt0UKBKm2vkyQniQG8Pa4am6gl5c3r78jQghfoonfYnEgpaXOWhgRCKrbbGSg5lvv6Jr35qKtECzjsVBuPXhow/P4Hayy-QcBH1-DOucFczbCwULbJnK3sgEEvY5P20h18),QmQ8LZK6kYaw3dSdn8HUBBWieYwgKax1j1PAjcW72J8Z9B (https://dl.airtable.com/.attachments/648e65cf5b832a946ef16fb62b1ceecd/8f81d9c0/QmQ8LZK6kYaw3dSdn8HUBBWieYwgKax1j1PAjcW72J8Z9B),#b7896a,Oh Buoys,8.33,6.94,0.83,RC-6.94_RS-8.33_RT-0.83,"RC:6.94,RS:8.33,RT:0.83","tts_PeCans-Oh Buoys-16_{RC:6.94,RS:8.33,RT:0.83}",tts_PeCans-Oh Buoys-16_
15,#f9cdaf,CupCakes,t_133.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/kfFjV0B5MVjZno8vkLeyIA/v0feDq1MDWfHl_b4iKKPYXA9Ma_LgZfCRADDc5fpWVMof-e_Zzm2eYCyhg5M55IqgFhjnpPAqYNK203Y-hcXWHnrcF2kvHGqE185Bc-U3CI/0ppZxdAhbE-Tgi1tx-uSyVkleGYkf7N_CzFdy2iHM8s),QmZ3o3GukiJNgiLon4D84FjmepyGBtJ3Wc4c1Ed46iZoSL (https://dl.airtable.com/.attachments/b5efab95eb96c8e64079b7ac4af01eef/e6c17ccf/QmZ3o3GukiJNgiLon4D84FjmepyGBtJ3Wc4c1Ed46iZoSL),#E29764,Artemis,12.50,8.33,0.67,RC-8.33_RS-12.5_RT-0.67,"RC:8.33,RS:12.5,RT:0.67","tts_CupCakes-Artemis-15_{RC:8.33,RS:12.5,RT:0.67}",tts_CupCakes-Artemis-15_
14,#FCDACA,ButterUdders,t_36.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/wRctPU1FZzOlUCuHhnPCbQ/fZoxQph3I20TTIDDNWLxzofcGGayrKwfB-tVktxMZ7D78P2kFpsxki_-E7YSg7eompA46C9CGdKZ9l8R9WS8IA/uTuaq8BDrH56wKe_tagXyNSAJ83Ww2fjmj4C5s_jem0),QmUaFe14JgAbwqCzkvXnF7Hh45U441GiPTgBd3xgHbjLBC (https://dl.airtable.com/.attachments/0704685275ab400a55df7d4d0fdac4d2/34932cb0/QmUaFe14JgAbwqCzkvXnF7Hh45U441GiPTgBd3xgHbjLBC),#F9BE9D,Hypnotits,7.64,8.33,1.09,RC-8.33_RS-7.64_RT-1.09,"RC:8.33,RS:7.64,RT:1.09","tts_ButterUdders-Hypnotits-14_{RC:8.33,RS:7.64,RT:1.09}",tts_ButterUdders-Hypnotits-14_
13,#eacece,CocoNaugthy,t_27.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/GB86O1ZhPvFQNfvMwVAKKw/vT33wF8fT-pw1NEHz0KHpJgBopHpJtyeyZvLqJpPPutp54cdeo4_9IRxVeQGSvx4JBy4l_R42r_7Wp6n7mf5ag/R0UhrW0xGw2PEOETzS3hPFY3-oxczZTsbkq2TewPXm0),QmSfZtwMCQ1nF2xt8vM3FDJudgw6uNwR6fdkuAn6hQ5cKS (https://dl.airtable.com/.attachments/ba3095af1bb3382da6d8d18c31c7483a/a51854b3/QmSfZtwMCQ1nF2xt8vM3FDJudgw6uNwR6fdkuAn6hQ5cKS),#D6AAAA,Spades,8.33,8.33,1.00,RC-8.33_RS-8.33_RT-1,"RC:8.33,RS:8.33,RT:1","tts_CocoNaugthy-Spades-13_{RC:8.33,RS:8.33,RT:1}",tts_CocoNaugthy-Spades-13_
12,#eacece,CocoNaugthy,t_25.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/HRuuGGBFVSeAyfmwl1p7hg/TSiARiWnQjxJq-7YcHWTD3L7YTA23m0eMsuK2gAbWQJ02UeYsDURlt2bSXtN6Yvwgq9fIvB79Q0z8gM-7Cv4zA/6cTpVkO-pt-2mB7EXuTBq_-tQhSglgdetpl-EvxQa7U),QmSfZtwMCQ1nF2xt8vM3FDJudgw6uNwR6fdkuAn6hQ5cKS (https://dl.airtable.com/.attachments/ba3095af1bb3382da6d8d18c31c7483a/a51854b3/QmSfZtwMCQ1nF2xt8vM3FDJudgw6uNwR6fdkuAn6hQ5cKS),#D6AAAA,Buffies,6.25,8.33,1.33,RC-8.33_RS-6.25_RT-1.33,"RC:8.33,RS:6.25,RT:1.33","tts_CocoNaugthy-Buffies-12_{RC:8.33,RS:6.25,RT:1.33}",tts_CocoNaugthy-Buffies-12_
11,#e6bbb4,ChocoLattes,t_82.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/oUl3bcb0Rj6RktVOc7qqCw/-Njd6BP4ItEiK_iZzXkpZzSaslyWitO9MhtPqJ52eqosfm1oTtJeQOEoU1VVRxzgkDI0CMmb1pzuIvRjG-6PkA/7xZSVpM2QDK3MCWos9So4vO3GhK_RtzdEDmXx0Epjsk),QmVkHK9tHG8u3TYH5u163jVmA7WEbp11cLmkKTzpujzwTR (https://dl.airtable.com/.attachments/dfa4793867cb4ea644ca76eb9165d9d1/c01cb0c8/QmVkHK9tHG8u3TYH5u163jVmA7WEbp11cLmkKTzpujzwTR),#874D3C,Spades,8.33,6.94,0.83,RC-6.94_RS-8.33_RT-0.83,"RC:6.94,RS:8.33,RT:0.83","tts_ChocoLattes-Spades-11_{RC:6.94,RS:8.33,RT:0.83}",tts_ChocoLattes-Spades-11_
10,#ff9a9f,CherryBosoms,t_138.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/bTgFS2Sbb3StEE_6e-0SWg/SOxIUwxcLdBWD-78hCEHJ6AgWMNfBWO2wC0IFM1DLHBQ9UO94rglu2eEiRa0W4sl33sVPVwcDWgLa64qCA6M2Of02AxOTHaHLBWV1BZVKBg/FFbUUz6CTGh-qCNVu8nZWBYCPjcarZMl07ThoAQc1q0),Qmb39mH5yMiQ7FzjYsLroiTpzNybhqERSUXk9kCwDsi63c (https://dl.airtable.com/.attachments/2778796d9f23ca2d6b20c2563674842b/acbdfb0b/Qmb39mH5yMiQ7FzjYsLroiTpzNybhqERSUXk9kCwDsi63c),#891946,Oh Buoys,8.33,6.25,0.75,RC-6.25_RS-8.33_RT-0.75,"RC:6.25,RS:8.33,RT:0.75","tts_CherryBosoms-Oh Buoys-10_{RC:6.25,RS:8.33,RT:0.75}",tts_CherryBosoms-Oh Buoys-10_
9,#FCDACA,ButterUdders,t_40.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/TEU2A3-dzGifBg66r9HgHw/HYzJKpQRdow0UUp7t9ahKmz_AAf105AnqqQQkkMERqBaOjKKGqHNq3JBWL4qkcGqTNwi9wK1vG6D5tPyiA6hZg/C5qeGLjPREe2jYQMHvQdQYN3nTd2ztcgnplKIdw-8Q4),QmUaFe14JgAbwqCzkvXnF7Hh45U441GiPTgBd3xgHbjLBC (https://dl.airtable.com/.attachments/0704685275ab400a55df7d4d0fdac4d2/34932cb0/QmUaFe14JgAbwqCzkvXnF7Hh45U441GiPTgBd3xgHbjLBC),#F9BE9D,Oh Buoys,8.33,8.33,1.00,RC-8.33_RS-8.33_RT-1,"RC:8.33,RS:8.33,RT:1","tts_ButterUdders-Oh Buoys-9_{RC:8.33,RS:8.33,RT:1}",tts_ButterUdders-Oh Buoys-9_
8,#9bd3f9,BooBerries,t_57.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/5eBTjm7D8h5W_13YqTsYCw/T1PXsEC_OD264IyM5ZiUifA5eAf-__OwsVhmWfjzxVjfY7heml8E-2ICmkKuuVOso1EIBtDZ9Ixx3-gudb8RUg/sm03tM3Y1jWUPTNxEZ1mAr3cn0eEC-ltcI6XXuqZQ3c),QmXRtjtcHHedBCutzLYcf8fU6LmSByTmUDEZf1buqKtpeN (https://dl.airtable.com/.attachments/a3ddc3d4f4bb4608b31720ddcb5277a6/8d073130/QmXRtjtcHHedBCutzLYcf8fU6LmSByTmUDEZf1buqKtpeN),#30B4E2,Hoots,8.33,7.64,0.92,RC-7.64_RS-8.33_RT-0.92,"RC:7.64,RS:8.33,RT:0.92","tts_BooBerries-Hoots-8_{RC:7.64,RS:8.33,RT:0.92}",tts_BooBerries-Hoots-8_
7,#f4d4fc,StarBust,t_1.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/fUu6oQwfXsABBBjQhs4TEw/-7N_-ghBlAK9KiZgeYFNUIvahJSjHFztkucNXRZOIY_yu7DaMYWE_Fkag_ThOtZ9iOmDRJJ8o10Q2JwgRBGKJw/ttoU1LsNNXOuK0vsqD00LnpVE-Hug3pTG6GHhJHj6Hk),QmTPdpM75RhKchiBFacMyS2KdgAHQKzdvFCmZuXzax2qp7 (https://dl.airtable.com/.attachments/e76e553cca6e27005ffee1798ce70051/62e13224/QmTPdpM75RhKchiBFacMyS2KdgAHQKzdvFCmZuXzax2qp7),#F3A4FF,Hoots,8.33,8.33,1.00,RC-8.33_RS-8.33_RT-1,"RC:8.33,RS:8.33,RT:1","tts_StarBust-Hoots-7_{RC:8.33,RS:8.33,RT:1}",tts_StarBust-Hoots-7_
6,#eacece,CocoNaugthy,t_28.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/EblRIbjL1dW_ZMPesdJ1Jg/7eN_MW2ISBBS7QBBaGPW0pRtEnrGkfpLLZScpxHxJeQ6JSMZ2U04BIZ7SAQmr3bjLAk8cLstwuFKlxOzujR7NQ/VoyRhAXbbkGFZHUwEDwFDJ11_Do06NDS4pEcuqZCNEY),QmSfZtwMCQ1nF2xt8vM3FDJudgw6uNwR6fdkuAn6hQ5cKS (https://dl.airtable.com/.attachments/ba3095af1bb3382da6d8d18c31c7483a/a51854b3/QmSfZtwMCQ1nF2xt8vM3FDJudgw6uNwR6fdkuAn6hQ5cKS),#D6AAAA,Shaggies,6.94,8.33,1.20,RC-8.33_RS-6.94_RT-1.2,"RC:8.33,RS:6.94,RT:1.2","tts_CocoNaugthy-Shaggies-6_{RC:8.33,RS:6.94,RT:1.2}",tts_CocoNaugthy-Shaggies-6_
5,#eacece,CocoNaugthy,t_29.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/zoTcVMwsEY9gEzYAULbXVA/sYwdWBouq2LILC4TKstjepQR4oT82ikQXhP1u0S54Tbc6t-nIwqgo2_aQnBkaCBSiKPBrBFfE0hnsJV8ulCmIA/msEIgt78A34vt8eS_9NpBmEuXzug3imeJcDgE7CqXWQ),QmSfZtwMCQ1nF2xt8vM3FDJudgw6uNwR6fdkuAn6hQ5cKS (https://dl.airtable.com/.attachments/ba3095af1bb3382da6d8d18c31c7483a/a51854b3/QmSfZtwMCQ1nF2xt8vM3FDJudgw6uNwR6fdkuAn6hQ5cKS),#D6AAAA,Oh Buoys,8.33,8.33,1.00,RC-8.33_RS-8.33_RT-1,"RC:8.33,RS:8.33,RT:1","tts_CocoNaugthy-Oh Buoys-5_{RC:8.33,RS:8.33,RT:1}",tts_CocoNaugthy-Oh Buoys-5_
4,#eacece,CocoNaugthy,t_31.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/Ss38ck6nRdvJ7Mo-e2GoiA/4VPNNlJnjp960692W9HS3c1fswz6VRnd8trtdcaGBwiz_dJsIBsvd6xx6Eau6rJ8rVphBwEOczNyJcCA5AB48g/rWzyYt3AzQ9HYcFfU1bOKZ-DH_s7IJAhP3qFgA6Jv5o),QmSfZtwMCQ1nF2xt8vM3FDJudgw6uNwR6fdkuAn6hQ5cKS (https://dl.airtable.com/.attachments/ba3095af1bb3382da6d8d18c31c7483a/a51854b3/QmSfZtwMCQ1nF2xt8vM3FDJudgw6uNwR6fdkuAn6hQ5cKS),#D6AAAA,TotalRecalls,8.33,8.33,1.00,RC-8.33_RS-8.33_RT-1,"RC:8.33,RS:8.33,RT:1","tts_CocoNaugthy-TotalRecalls-4_{RC:8.33,RS:8.33,RT:1}",tts_CocoNaugthy-TotalRecalls-4_
3,#eacece,CocoNaugthy,t_24.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/QXtF54WUxbPuRCl1YA7MkA/qtlCSpD0DRF4kVZWZGaq7tAFozTaOjBNqt2_M-usapW4c9ZXd-3ksDFrwuzwhYNjrZ8vZBNZ14GW8DbdY6Lmjw/UnUEFls3HRNCk_YPrLpFeRGHIq7fHT7pEcKWvEYuBDE),QmSfZtwMCQ1nF2xt8vM3FDJudgw6uNwR6fdkuAn6hQ5cKS (https://dl.airtable.com/.attachments/ba3095af1bb3382da6d8d18c31c7483a/a51854b3/QmSfZtwMCQ1nF2xt8vM3FDJudgw6uNwR6fdkuAn6hQ5cKS),#D6AAAA,Artemis,12.50,8.33,0.67,RC-8.33_RS-12.5_RT-0.67,"RC:8.33,RS:12.5,RT:0.67","tts_CocoNaugthy-Artemis-3_{RC:8.33,RS:12.5,RT:0.67}",tts_CocoNaugthy-Artemis-3_
2,#c1958e,ChocoLattes,t_7.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/-3XjzSsuqUwbHF7Q2M4n7w/WcQ724jcY7eq6iy9KaT40W2vvxmwRToRUm254JnSDjpQ-r3mO-ANdLP8FUlzQCffuchGA3Cwtf-BJnPpod1ugA/8p11_QDWVPP9ewRXmy0hi-MPtGBwU6YiKo048cQ70l0),QmVkHK9tHG8u3TYH5u163jVmA7WEbp11cLmkKTzpujzwTR (https://dl.airtable.com/.attachments/dfa4793867cb4ea644ca76eb9165d9d1/c01cb0c8/QmVkHK9tHG8u3TYH5u163jVmA7WEbp11cLmkKTzpujzwTR),#874D3C,Oh Buoys,8.33,0.69,0.08,RC-0.69_RS-8.33_RT-0.08,"RC:0.69,RS:8.33,RT:0.08","tts_ChocoLattes-Oh Buoys-2_{RC:0.69,RS:8.33,RT:0.08}",tts_ChocoLattes-Oh Buoys-2_
1,#eacece,CocoNaugthy,t_26.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/SuP9EbNWr0n4z3bly_ALIA/5Ks9EOOgb_grDzYDHX6Mej5oTPErtAXgbpLuiuMRg8IZFLchFcLRwS_t29iSxk8yl8pGvw_wVQEj-_8eagGTeA/euL5_BtHAaqXQdCJqi3bh_i-OjpbPhSiPWc7BY4IzCc),QmSfZtwMCQ1nF2xt8vM3FDJudgw6uNwR6fdkuAn6hQ5cKS (https://dl.airtable.com/.attachments/ba3095af1bb3382da6d8d18c31c7483a/a51854b3/QmSfZtwMCQ1nF2xt8vM3FDJudgw6uNwR6fdkuAn6hQ5cKS),#D6AAAA,Trooper,6.94,8.33,1.20,RC-8.33_RS-6.94_RT-1.2,"RC:8.33,RS:6.94,RT:1.2","tts_CocoNaugthy-Trooper-1_{RC:8.33,RS:6.94,RT:1.2}",tts_CocoNaugthy-Trooper-1_
