TT id,LinkColorHex,ColorTeam (from LinkColorHex),IMG WP,IMG IPFS (from LinkColorHex),ColorSkin (from LinkColorHex),ShapesLink,ShapeRarity,ColorRarity,RarityTotal,RaritiesConcatenated,RaritiesArray,Concatenate Attibutes,Concatenate Attributes and Array
88,#cdbef7,PurpleHush,t_56.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/7lIld91YeKUAcUX4ujGJSQ/U1A_lpBs2m9GB5WzqWNCKYWpQ-WxZ-O1GOGjekaKYD_-ixlxQVnXJa_aRzhgwlu4GLfmc6YnnfcJMzncIldhqA/nmoS-9ddsvftIpJtLVl6TT2VKzIi63qGIagYy_USY0I),Qmf4kCwPg6St6mzsjPtfZmvAgfz4EdeBDwR85Gsb2zqhHL (https://dl.airtable.com/.attachments/9460015687eea7fe5fcbeb2596be435a/74d64864/Qmf4kCwPg6St6mzsjPtfZmvAgfz4EdeBDwR85Gsb2zqhHL),#5F4B8B,Artemis,12.50,6.94,0.56,RC-6.94_RS-12.5_RT-0.56,"RC:6.94,RS:12.5,RT:0.56","tts_PurpleHush-Artemis-88_{RC:6.94,RS:12.5,RT:0.56}",tts_PurpleHush-Artemis-88_
87,#f4d4fc,StarBust,t_22.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/4lCwdm2NX7Ar82YltpdMWw/wCvlGylc5Vg_L6oINDg4_7S7OD8_YDAjVVtER-ejQlWtekIaIR2rkJ69K_B5La11yyAA76cwOu9I7HBBZ9mcDQ/q9v2SMVuGMo9RHbVUb0KqjK8oSXZ0tjjWm5v3dyc8hg),QmTPdpM75RhKchiBFacMyS2KdgAHQKzdvFCmZuXzax2qp7 (https://dl.airtable.com/.attachments/e76e553cca6e27005ffee1798ce70051/62e13224/QmTPdpM75RhKchiBFacMyS2KdgAHQKzdvFCmZuXzax2qp7),#F3A4FF,Buffies,6.25,8.33,1.33,RC-8.33_RS-6.25_RT-1.33,"RC:8.33,RS:6.25,RT:1.33","tts_StarBust-Buffies-87_{RC:8.33,RS:6.25,RT:1.33}",tts_StarBust-Buffies-87_
86,#ebf2a7,PaPairmint,t_101.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/ipplz1yfnhxTi4eZefvdZQ/8wNiNdYPqCXgy42vaZx3C90WRHfhieZ435Tz2CD6_lj-st-ccLgkNWhJ8VKw0lTfc7O-3xPT78bu97FofTpcPnO1nZ_9qTWyWpay8o_t32w/VutN-vfhKm0rycaOk9p-Tiygqi5wWkR5LEO7bMfgODM),QmaG9JqF5XPEymHUzfkYnTy4QCdh336nd2WQNjuAMd6pop (https://dl.airtable.com/.attachments/6845bdc4060a72dce4505d217fd2d4fa/46c49df6/QmaG9JqF5XPEymHUzfkYnTy4QCdh336nd2WQNjuAMd6pop),#BFD65B,Artemis,12.50,6.94,0.56,RC-6.94_RS-12.5_RT-0.56,"RC:6.94,RS:12.5,RT:0.56","tts_PaPairmint-Artemis-86_{RC:6.94,RS:12.5,RT:0.56}",tts_PaPairmint-Artemis-86_
85,#9bd3f9,BooBerries,t_58.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/Q_rIXb54tl3gBspcIvyIiA/naM4VsqBX1Ju6Ev3EMPBFScMqTlsqAzSEzFzwbRg6is73zdfkefXV90naKodgzT7jtUP1lugjFzHlhUSifAacQ/39UBbNWYUSfRoALTIM37a_2SNYCR9Dzz6LRUO2Ug8j8),QmXRtjtcHHedBCutzLYcf8fU6LmSByTmUDEZf1buqKtpeN (https://dl.airtable.com/.attachments/a3ddc3d4f4bb4608b31720ddcb5277a6/8d073130/QmXRtjtcHHedBCutzLYcf8fU6LmSByTmUDEZf1buqKtpeN),#30B4E2,Hypnotits,7.64,7.64,1.00,RC-7.64_RS-7.64_RT-1,"RC:7.64,RS:7.64,RT:1","tts_BooBerries-Hypnotits-85_{RC:7.64,RS:7.64,RT:1}",tts_BooBerries-Hypnotits-85_
84,#cdbef7,PurpleHush,t_47.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/QcDFEUmzr5IYVTxmZ258JQ/9W1QVgVpt_qLDC3e85JChgDHNyfcEbQZdUdt42fIXgItbFtw8TaAKZTFOONcnnsWQqUVeXPFD575ANENe0l3sQ/3AH07iz7xWtQOwk-XwmjQmUdilsb0_qhPw5aGOyMejc),Qmf4kCwPg6St6mzsjPtfZmvAgfz4EdeBDwR85Gsb2zqhHL (https://dl.airtable.com/.attachments/9460015687eea7fe5fcbeb2596be435a/74d64864/Qmf4kCwPg6St6mzsjPtfZmvAgfz4EdeBDwR85Gsb2zqhHL),#5F4B8B,Hypnotits,7.64,6.94,0.91,RC-6.94_RS-7.64_RT-0.91,"RC:6.94,RS:7.64,RT:0.91","tts_PurpleHush-Hypnotits-84_{RC:6.94,RS:7.64,RT:0.91}",tts_PurpleHush-Hypnotits-84_
83,#f4d4fc,StarBust,t_21.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/_aYBLzDoMUUzLdOaJf5HlA/FSI_sEe8Mu4V5v4XeWZH6MXD7HPewinLxFNRXPC769tq_LXpJgtNfLp7U77C5lE2-rNLxvTWybREJO_pd2vK3Q/BbjY2gvUvLrzJKOaOb7iqYZnidYacfruqYUCurvBBAQ),QmTPdpM75RhKchiBFacMyS2KdgAHQKzdvFCmZuXzax2qp7 (https://dl.airtable.com/.attachments/e76e553cca6e27005ffee1798ce70051/62e13224/QmTPdpM75RhKchiBFacMyS2KdgAHQKzdvFCmZuXzax2qp7),#F3A4FF,Trooper,6.94,8.33,1.20,RC-8.33_RS-6.94_RT-1.2,"RC:8.33,RS:6.94,RT:1.2","tts_StarBust-Trooper-83_{RC:8.33,RS:6.94,RT:1.2}",tts_StarBust-Trooper-83_
82,#ffe1b6,TataColadas,t_74.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/gvRkTlnToWFwJUClON3seg/nZKXGxVJpoLu8s5FUvHV46UlYAzZ8AXF_teGF2nVmCrxUZ3gepwRaFt2RBuGttQIP0hVJ0ywE-CIAb2a3YPmcA/FW6J-myzplvAIf99yTwgnMkSXiNLn2MkR8jF_UxFn6M),Qmb1ZKoLFtBkyMHzP8Hx5To7pSiBww2K6oxNmLmyBjra4m (https://dl.airtable.com/.attachments/d3ec99a7946dd75cda147557d3e4c343/9a024460/Qmb1ZKoLFtBkyMHzP8Hx5To7pSiBww2K6oxNmLmyBjra4m),#F9C87A,Shaggies,6.94,7.64,1.10,RC-7.64_RS-6.94_RT-1.1,"RC:7.64,RS:6.94,RT:1.1","tts_TataColadas-Shaggies-82_{RC:7.64,RS:6.94,RT:1.1}",tts_TataColadas-Shaggies-82_
81,#ffe1b6,TataColadas,t_72.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/77WVAJF1PbWL4yVG2zSN3Q/6L8bay_edVeRFlI3oI02J9bPfuVh6SM3znJi9cHkdj34txTN90YNbXpJjy2xS6Ry6jUBREhbu7M-zIhOzzjJog/5Caneebuvf48-QhO3LPUCoufnJ-wxLeaBw6aXxCooSk),Qmb1ZKoLFtBkyMHzP8Hx5To7pSiBww2K6oxNmLmyBjra4m (https://dl.airtable.com/.attachments/d3ec99a7946dd75cda147557d3e4c343/9a024460/Qmb1ZKoLFtBkyMHzP8Hx5To7pSiBww2K6oxNmLmyBjra4m),#F9C87A,TotalRecalls,8.33,7.64,0.92,RC-7.64_RS-8.33_RT-0.92,"RC:7.64,RS:8.33,RT:0.92","tts_TataColadas-TotalRecalls-81_{RC:7.64,RS:8.33,RT:0.92}",tts_TataColadas-TotalRecalls-81_
80,#ffe1b6,TataColadas,t_70.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/Knsfvs_wML4qOSmbv4wIZw/rCz1RLA30w-w9chKO11DTTV2r8Mgxz3JS8U8RIOjRTfr03j9b2_7qRD1jyXdQjlwKSmtmGYbD4zcckDgj2QucQ/lnUjnx7ha5KSspYZa3-pq119GzgvDwEuPmnDWdJS4-g),Qmb1ZKoLFtBkyMHzP8Hx5To7pSiBww2K6oxNmLmyBjra4m (https://dl.airtable.com/.attachments/d3ec99a7946dd75cda147557d3e4c343/9a024460/Qmb1ZKoLFtBkyMHzP8Hx5To7pSiBww2K6oxNmLmyBjra4m),#F9C87A,HolyMels,8.33,7.64,0.92,RC-7.64_RS-8.33_RT-0.92,"RC:7.64,RS:8.33,RT:0.92","tts_TataColadas-HolyMels-80_{RC:7.64,RS:8.33,RT:0.92}",tts_TataColadas-HolyMels-80_
79,#f9b4e4,WaterMelons,t_10.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/3DvMv--sP5F8nh_iyWIkrg/uRNz3-PyI8xaPQcoGckRyVXkRUf7SkV0kEvJagWQZpuDvuAwPakKH-Mm28tyIUu-KxtI41ofLtmH9kasN8b85g/3GZpmwJdZTts1WrKAr08ehWnc6yuSEvFPVBfkvie1Gc),QmS3rDGmq2oqNpLqP9jgNX1kknK9Ao38X3FL7mpzjRnQsQ (https://dl.airtable.com/.attachments/89beccaec9c3a9150c7f1a01f8e45806/1e3015ec/QmS3rDGmq2oqNpLqP9jgNX1kknK9Ao38X3FL7mpzjRnQsQ),#EF6EAA,Trooper,6.94,7.64,1.10,RC-7.64_RS-6.94_RT-1.1,"RC:7.64,RS:6.94,RT:1.1","tts_WaterMelons-Trooper-79_{RC:7.64,RS:6.94,RT:1.1}",tts_WaterMelons-Trooper-79_
78,#f4d4fc,StarBust,t_17.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/q7O8zZl51Wx5fs0iwJ-tqg/2-h8akfwJM6XvjCIfvSOTRBjSgAC6Cp5INh7GPQyOf-hVpcNBm7wcZzk6q0paNtW1FemleqCeqyoBhEO3pWKkw/AYXwD-HyPlisDwytHlzZCbOTKrzY_RltuhNvPLHONkg),QmTPdpM75RhKchiBFacMyS2KdgAHQKzdvFCmZuXzax2qp7 (https://dl.airtable.com/.attachments/e76e553cca6e27005ffee1798ce70051/62e13224/QmTPdpM75RhKchiBFacMyS2KdgAHQKzdvFCmZuXzax2qp7),#F3A4FF,Perkies,10.42,8.33,0.80,RC-8.33_RS-10.42_RT-0.8,"RC:8.33,RS:10.42,RT:0.8","tts_StarBust-Perkies-78_{RC:8.33,RS:10.42,RT:0.8}",tts_StarBust-Perkies-78_
77,#ffe1b6,TataColadas,t_69.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/6-PVObUkKYABhvV0b97xfg/XclvOvC57_DqvSEtrSSDh6RsVw2OIOe0deF-Nm2JJmSB62XrTXyQaZTgKARlinn-KWPSLk2QzF-dunlVP_T4zw/i97kxLqxJtXzuwYyNfcUpClzm7JGmaW6tAj4TaVh3lE),Qmb1ZKoLFtBkyMHzP8Hx5To7pSiBww2K6oxNmLmyBjra4m (https://dl.airtable.com/.attachments/d3ec99a7946dd75cda147557d3e4c343/9a024460/Qmb1ZKoLFtBkyMHzP8Hx5To7pSiBww2K6oxNmLmyBjra4m),#F9C87A,Hypnotits,7.64,7.64,1.00,RC-7.64_RS-7.64_RT-1,"RC:7.64,RS:7.64,RT:1","tts_TataColadas-Hypnotits-77_{RC:7.64,RS:7.64,RT:1}",tts_TataColadas-Hypnotits-77_
76,#ffe1b6,TataColadas,t_75.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/zEoPzEYbnFm2iQ4Dd7Qdiw/TDHzdbotUJgVYPRd7VdNhpXAdyb-mX6o-YZzlmIwXr223hBxIBc0OuTbZYgMCG4DAehW_mgzBOxwFmwi0RDSow/ObBLyD5xkfX82kJ8aS9fbx88QlLa6W5Zj4Wth1UnFlk),Qmb1ZKoLFtBkyMHzP8Hx5To7pSiBww2K6oxNmLmyBjra4m (https://dl.airtable.com/.attachments/d3ec99a7946dd75cda147557d3e4c343/9a024460/Qmb1ZKoLFtBkyMHzP8Hx5To7pSiBww2K6oxNmLmyBjra4m),#F9C87A,Spades,8.33,7.64,0.92,RC-7.64_RS-8.33_RT-0.92,"RC:7.64,RS:8.33,RT:0.92","tts_TataColadas-Spades-76_{RC:7.64,RS:8.33,RT:0.92}",tts_TataColadas-Spades-76_
75,#e6bbb4,ChocoLattes,t_88.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/toIhUS4qYsIRLMe3RArWjQ/bUpmXMieRZT2YxpWvhS3pLpjMuBJolKBHa-t2cRQYRq501IH5EihcfhdIAywsbRxd5CEJH552Msq4t1BSbQ2aA/ZYe5wvKc0CCzCAS19HPNZh86GoGAyuna5kJlmbRQBL0),QmVkHK9tHG8u3TYH5u163jVmA7WEbp11cLmkKTzpujzwTR (https://dl.airtable.com/.attachments/dfa4793867cb4ea644ca76eb9165d9d1/c01cb0c8/QmVkHK9tHG8u3TYH5u163jVmA7WEbp11cLmkKTzpujzwTR),#874D3C,Hypnotits,7.64,6.94,0.91,RC-6.94_RS-7.64_RT-0.91,"RC:6.94,RS:7.64,RT:0.91","tts_ChocoLattes-Hypnotits-75_{RC:6.94,RS:7.64,RT:0.91}",tts_ChocoLattes-Hypnotits-75_
74,#FCDACA,ButterUdders,t_41.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/TIPCI-f4ilH16x43Px99Lg/IGV9E2fMokFpWKh-haTnsE5DxVCIq183aGpl9xMpBlLxgaGZAbgSj_vOzEGvOet14D1ra5ZtMbg-V4y8T9xB9A/TzVodpcVz0xqUdz4akOu_I0BlsfEPIPKYmyO1csieVo),QmUaFe14JgAbwqCzkvXnF7Hh45U441GiPTgBd3xgHbjLBC (https://dl.airtable.com/.attachments/0704685275ab400a55df7d4d0fdac4d2/34932cb0/QmUaFe14JgAbwqCzkvXnF7Hh45U441GiPTgBd3xgHbjLBC),#F9BE9D,Shaggies,6.94,8.33,1.20,RC-8.33_RS-6.94_RT-1.2,"RC:8.33,RS:6.94,RT:1.2","tts_ButterUdders-Shaggies-74_{RC:8.33,RS:6.94,RT:1.2}",tts_ButterUdders-Shaggies-74_
73,#FCDACA,ButterUdders,t_42.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/aXaWSTafvVAHO5KkoOfV6A/yTJrNWf92WSm29tV-Me_qPb_njOx2J0ztX9021I8I0wbUfnGv33EaBPEBuQ1V0JPhUCoJxktNG2zMcvvEA2AzA/ZOKwIiRpAiIcA9em1NlEiaoq2n_ot-gznKzCO9rZ6VY),QmUaFe14JgAbwqCzkvXnF7Hh45U441GiPTgBd3xgHbjLBC (https://dl.airtable.com/.attachments/0704685275ab400a55df7d4d0fdac4d2/34932cb0/QmUaFe14JgAbwqCzkvXnF7Hh45U441GiPTgBd3xgHbjLBC),#F9BE9D,Spades,8.33,8.33,1.00,RC-8.33_RS-8.33_RT-1,"RC:8.33,RS:8.33,RT:1","tts_ButterUdders-Spades-73_{RC:8.33,RS:8.33,RT:1}",tts_ButterUdders-Spades-73_
72,#9bd3f9,BooBerries,t_65.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/ltGAEf0_C6Y2TbCe_gvXWQ/1Wrip9H4Zjt2SJH94Sx22g2omcJ_iGPPAfaijxZ4IB3FKZqxySZ1G1NfCCWvHy2YkwvdPLVLBWIRfIniBdih0g/riiuc4GjLjVAcBEA5NqYsyACMfvm5iceoYjj5l2ec40),QmXRtjtcHHedBCutzLYcf8fU6LmSByTmUDEZf1buqKtpeN (https://dl.airtable.com/.attachments/a3ddc3d4f4bb4608b31720ddcb5277a6/8d073130/QmXRtjtcHHedBCutzLYcf8fU6LmSByTmUDEZf1buqKtpeN),#30B4E2,Trooper,6.94,7.64,1.10,RC-7.64_RS-6.94_RT-1.1,"RC:7.64,RS:6.94,RT:1.1","tts_BooBerries-Trooper-72_{RC:7.64,RS:6.94,RT:1.1}",tts_BooBerries-Trooper-72_
71,#FCDACA,ButterUdders,t_35.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/g_Fz95c0Cl0Ol4ejmyYnBg/QBJuIpTgPP5LNWuCKiUBT1Ju9_9smUBmjXrof0enb2PnBUxWbuhRLEfNHgU15xG7g8r-BuzUDJaremc4WvfcYw/kmmGi-dk_IjvCzr15uzhQcSQii9B0HhVj9avDrUGdy0),QmUaFe14JgAbwqCzkvXnF7Hh45U441GiPTgBd3xgHbjLBC (https://dl.airtable.com/.attachments/0704685275ab400a55df7d4d0fdac4d2/34932cb0/QmUaFe14JgAbwqCzkvXnF7Hh45U441GiPTgBd3xgHbjLBC),#F9BE9D,Hoots,8.33,8.33,1.00,RC-8.33_RS-8.33_RT-1,"RC:8.33,RS:8.33,RT:1","tts_ButterUdders-Hoots-71_{RC:8.33,RS:8.33,RT:1}",tts_ButterUdders-Hoots-71_
70,#f9b4e4,WaterMelons,t_115.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/A5gMrW_xHv-84fogBomcXw/vTomPbhPUz1IINWgHPFMOr9QUzMyUXfmNZamJO8trZTa4Ej9Z_L4juOnFVlcVFA3plbuuI29EVUUzsDRcc2pSzRdcwR9KL6h6-Q9OGBXvHc/_p0pPZdXs8vHbQlsvRr9qjFmrLYVyNLZgfszeilfsKI),QmS3rDGmq2oqNpLqP9jgNX1kknK9Ao38X3FL7mpzjRnQsQ (https://dl.airtable.com/.attachments/89beccaec9c3a9150c7f1a01f8e45806/1e3015ec/QmS3rDGmq2oqNpLqP9jgNX1kknK9Ao38X3FL7mpzjRnQsQ),#EF6EAA,Vintties,7.64,7.64,1.00,RC-7.64_RS-7.64_RT-1,"RC:7.64,RS:7.64,RT:1","tts_WaterMelons-Vintties-70_{RC:7.64,RS:7.64,RT:1}",tts_WaterMelons-Vintties-70_
69,#ffe1b6,TataColadas,t_71.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/3nGV6_ShaBDpUkyRBTl2pQ/d-_Rc5YMmq_OTRv8Ej1gk6gtVvR18MuQg77jYWNj1ymvxBzAzuIObgifphlWKCpspahp77WNki_I5YXt-MnpXw/NhhDoU-5iCx0mIceCB1g5G0AaM5lBDTZbAAvg1IoOwU),Qmb1ZKoLFtBkyMHzP8Hx5To7pSiBww2K6oxNmLmyBjra4m (https://dl.airtable.com/.attachments/d3ec99a7946dd75cda147557d3e4c343/9a024460/Qmb1ZKoLFtBkyMHzP8Hx5To7pSiBww2K6oxNmLmyBjra4m),#F9C87A,Vintties,7.64,7.64,1.00,RC-7.64_RS-7.64_RT-1,"RC:7.64,RS:7.64,RT:1","tts_TataColadas-Vintties-69_{RC:7.64,RS:7.64,RT:1}",tts_TataColadas-Vintties-69_
68,#f9b4e4,WaterMelons,t_114.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/T6KirfBh6BaT1LfYUc35Gg/TUbomDWhV3wwin93w9ixMqM6F1pn2Ymi5AQ86Dgp327lKrhrMYfEJPGpVg1tf6WXo3riUJ7LsW3H_dJNJaZ-PUpQLFHXrwlKkaErhS76OK4/_Vmfa9p49xqdK4WqLF_cQpAIiLIjA8OxHg93vZIEAO0),QmS3rDGmq2oqNpLqP9jgNX1kknK9Ao38X3FL7mpzjRnQsQ (https://dl.airtable.com/.attachments/89beccaec9c3a9150c7f1a01f8e45806/1e3015ec/QmS3rDGmq2oqNpLqP9jgNX1kknK9Ao38X3FL7mpzjRnQsQ),#EF6EAA,HolyMels,8.33,7.64,0.92,RC-7.64_RS-8.33_RT-0.92,"RC:7.64,RS:8.33,RT:0.92","tts_WaterMelons-HolyMels-68_{RC:7.64,RS:8.33,RT:0.92}",tts_WaterMelons-HolyMels-68_
67,#f4d4fc,StarBust,t_18.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/O2m8l582E4t2ll-qXwNniA/sUWzrByo-rK2lC0SXJu8Sk1f9pIrTPrhSMjXuk4aLouBM2c6PO6JBG5qOB910VYBC1lM6-wd8idwx4AnBZm16g/09abS91WdlzsQAwBunKsWXXKvCyg1gv07PzATIFIWHc),QmTPdpM75RhKchiBFacMyS2KdgAHQKzdvFCmZuXzax2qp7 (https://dl.airtable.com/.attachments/e76e553cca6e27005ffee1798ce70051/62e13224/QmTPdpM75RhKchiBFacMyS2KdgAHQKzdvFCmZuXzax2qp7),#F3A4FF,Oh Buoys,8.33,8.33,1.00,RC-8.33_RS-8.33_RT-1,"RC:8.33,RS:8.33,RT:1","tts_StarBust-Oh Buoys-67_{RC:8.33,RS:8.33,RT:1}",tts_StarBust-Oh Buoys-67_
66,#cdbef7,PurpleHush,t_50.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/nr0gSDwjsH73FOm1FGE7Lg/NZm1e3Qoa4ztpLYlAq3WG67jmQUpCfU1z9NpU5SuKiAuDucOmukaYJfR6aK9RCjjkU4YketomYexdOCtvG5dmw/bdVjgkbd1p2Jxm6BqhQ3roARVWt8Jjb4VaxBx4i9AaQ),Qmf4kCwPg6St6mzsjPtfZmvAgfz4EdeBDwR85Gsb2zqhHL (https://dl.airtable.com/.attachments/9460015687eea7fe5fcbeb2596be435a/74d64864/Qmf4kCwPg6St6mzsjPtfZmvAgfz4EdeBDwR85Gsb2zqhHL),#5F4B8B,Perkies,10.42,6.94,0.67,RC-6.94_RS-10.42_RT-0.67,"RC:6.94,RS:10.42,RT:0.67","tts_PurpleHush-Perkies-66_{RC:6.94,RS:10.42,RT:0.67}",tts_PurpleHush-Perkies-66_
65,#ff9a9f,CherryBosoms,t_137.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/lX_Q-sOtxgXbNxsbjfBFbg/yzQwxh0I8PzxnTKgIfn6qKG01SWFm4xEhoG5ZQQEzEnPG-G-q90J9bHXNvQnTXhEcczbDsyjLyZV5Pl7TDwB-KscuGZoZirAP8W7u2QHJ8o/7KslbkDDet02js5x6XWBSWECrXS54jIVssCawzg-XlQ),Qmb39mH5yMiQ7FzjYsLroiTpzNybhqERSUXk9kCwDsi63c (https://dl.airtable.com/.attachments/2778796d9f23ca2d6b20c2563674842b/acbdfb0b/Qmb39mH5yMiQ7FzjYsLroiTpzNybhqERSUXk9kCwDsi63c),#891946,Shaggies,6.94,6.25,0.90,RC-6.25_RS-6.94_RT-0.9,"RC:6.25,RS:6.94,RT:0.9","tts_CherryBosoms-Shaggies-65_{RC:6.25,RS:6.94,RT:0.9}",tts_CherryBosoms-Shaggies-65_
64,#70e2b4,RackBerries,t_76.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/yvc4HyG1RAZhQWKvGOUsjw/OKoELI-VXUoTMGg9Pu_baynQEdhzUDgmdr-qDbIELMf2AoZ1FBDoy8oYf-pDOW_HxENj8HEzqT10RBeMbVvFnA/4XkAANhUKoL1fJqG0GdNgN_m5u8sbMiHPFGKMQ7qDJo),QmVvHy6eSJNGLfDJgBwkGieS51NRR4oz7GgC96M8kN8a4a (https://dl.airtable.com/.attachments/54cdf7b98714a94eb881aee41a818fab/af2fa9d0/QmVvHy6eSJNGLfDJgBwkGieS51NRR4oz7GgC96M8kN8a4a),#385978,Shaggies,6.94,2.78,0.40,RC-2.78_RS-6.94_RT-0.4,"RC:2.78,RS:6.94,RT:0.4","tts_RackBerries-Shaggies-64_{RC:2.78,RS:6.94,RT:0.4}",tts_RackBerries-Shaggies-64_
63,#e2dd40,LimeJellies,t_8.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/tY5OqHiJUdQl6rwF3_stRw/7LNkiJXeaC3ax7M_pdmy8tvFMuqw0YXpoPYmtk_nhEXIt8ZPESlHRdf5TrDgvYF5lKmcFqXqPFdSbzBzaQZplQ/AuhlWwdbLWOMFi62sQCJ-yulDx9qFIb0mkLOecf5LRk),QmZg9FrZpQzxb5tkmqPnGs9HGmZ45otZ8xZBihpUo6tJM4 (https://dl.airtable.com/.attachments/8cdb277f03cb0866c1899b4dc27d0475/0af368ef/QmZg9FrZpQzxb5tkmqPnGs9HGmZ45otZ8xZBihpUo6tJM4),#377813,Artemis,12.50,1.39,0.11,RC-1.39_RS-12.5_RT-0.11,"RC:1.39,RS:12.5,RT:0.11","tts_LimeJellies-Artemis-63_{RC:1.39,RS:12.5,RT:0.11}",tts_LimeJellies-Artemis-63_
62,#70e2b4,RackBerries,t_66.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/cOyiSpMB8pySCdSj5-Fh8w/Pn1Dui0FDNcszDIi2EP_JmMuBLj2sxYL9IUx_XB-ws5hSoe7wRQh-NuM9VuhCmThkUPYlFxr-cvK-q13enJ2MQ/_vOSHqPj_zW2Xh_lwtcSM_gWpoyo69RPF2jUPJsiuzI),QmVvHy6eSJNGLfDJgBwkGieS51NRR4oz7GgC96M8kN8a4a (https://dl.airtable.com/.attachments/54cdf7b98714a94eb881aee41a818fab/af2fa9d0/QmVvHy6eSJNGLfDJgBwkGieS51NRR4oz7GgC96M8kN8a4a),#385978,Perkies,10.42,2.78,0.27,RC-2.78_RS-10.42_RT-0.27,"RC:2.78,RS:10.42,RT:0.27","tts_RackBerries-Perkies-62_{RC:2.78,RS:10.42,RT:0.27}",tts_RackBerries-Perkies-62_
61,#70e2b4,RackBerries,t_143.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/3kMWc-Lvq5QJImWf2kqwSg/nkJjFASx0mpVzn1sFVh6eaizA7zAARnIISeQsiMZjxAKkFGVl9vktlzR30HmJxneFqQo9IoQqfIN3wsqpkk-6W26jkFLlDgTHV4IiOAqOm8/2qHiMUHP1nShQjkO6a98tp5FEtjeGpjvEQFFZEcFQCc),QmVvHy6eSJNGLfDJgBwkGieS51NRR4oz7GgC96M8kN8a4a (https://dl.airtable.com/.attachments/54cdf7b98714a94eb881aee41a818fab/af2fa9d0/QmVvHy6eSJNGLfDJgBwkGieS51NRR4oz7GgC96M8kN8a4a),#385978,Artemis,12.50,2.78,0.22,RC-2.78_RS-12.5_RT-0.22,"RC:2.78,RS:12.5,RT:0.22","tts_RackBerries-Artemis-61_{RC:2.78,RS:12.5,RT:0.22}",tts_RackBerries-Artemis-61_
60,#e6bbb4,ChocoLattes,t_81.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/TCszi_vOhWUr5Na50HLmpQ/MmiPgN4w5GK59vR8hgJNK4NfLmI7R_fjJcvB8P7oEThXJujH8HwXFCNaa26FjVmg9kuKqnEH21ULkQUDMbTlLw/brSlX1iSaldj6mJYeklEjKZON_ZIQ7omo6INNz0zMHM),QmVkHK9tHG8u3TYH5u163jVmA7WEbp11cLmkKTzpujzwTR (https://dl.airtable.com/.attachments/dfa4793867cb4ea644ca76eb9165d9d1/c01cb0c8/QmVkHK9tHG8u3TYH5u163jVmA7WEbp11cLmkKTzpujzwTR),#874D3C,Trooper,6.94,6.94,1.00,RC-6.94_RS-6.94_RT-1,"RC:6.94,RS:6.94,RT:1","tts_ChocoLattes-Trooper-60_{RC:6.94,RS:6.94,RT:1}",tts_ChocoLattes-Trooper-60_
59,#c12eb7,BrasBerries,t_54.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/zbISBdI3Fz1u9hd8AqrbAw/vj_YLjbP36N7ejJMSfcxeP3x4Vm1lNEbK41AyZMPsZ8sv5YK0Sjauq0p9znVm-9Bz4j5JMD_gZ6J04tob5iedg/vZeGujW6txJxX28q1Hfpof6fpxhrOTmSKZnj-Lqswpw),Qmbb7achkkwTDUy175g3bHYjYKBDmLuibzqPUZQwFQjzS2 (https://dl.airtable.com/.attachments/6dc098db6ccd547eec5c5973936022da/a7b54a00/Qmbb7achkkwTDUy175g3bHYjYKBDmLuibzqPUZQwFQjzS2),#871362,Perkies,10.42,1.39,0.13,RC-1.39_RS-10.42_RT-0.13,"RC:1.39,RS:10.42,RT:0.13","tts_BrasBerries-Perkies-59_{RC:1.39,RS:10.42,RT:0.13}",tts_BrasBerries-Perkies-59_
